27289	84	94	0
27493	92	85	0
27508	82	92	0
27513	88	96	0
27586	93	84	0
27602	101	80	1
27640	89	74	1
27692	96	75	1
27693	96	75	1
27816	85	73	1
27821	83	78	1
27873	85	76	1
27973	96	80	1
27976	89	78	0
27992	40	50	0
27994	98	91	0
28005	94	95	0
28076	90	78	0
28076	93	68	1
28280	79	69	1
28281	93	79	0
28292	79	41	0
28298	101	81	1
28300	84	72	1
28356	93	81	1
28369	90	69	1
28388	80	83	1
28388	94	87	0
28409	86	83	0
28489	91	74	1
28516	84	77	1
28616	91	77	0
28619	100	79	1
28627	82	77	1
28630	91	11	0
28633	88	74	1
28793	99	78	1
28883	100	72	1
28895	91	91	0
28913	87	75	1
28998	89	73	1
29065	84	85	1
29090	93	77	0
29205	82	79	1
29300	85	94	0
29407	95	75	1
29465	80	81	1
29466	80	81	1
29503	85	86	0
29513	81	80	1
29580	95	83	1
29592	83	93	0
29693	86	77	1
29795	102	82	1
29797	102	82	1
29800	93	74	1
29829	85	87	0
29903	90	73	1
29966	95	93	0
29970	97	76	1
29977	95	79	1
29979	80	84	1
29983	95	80	0
29987	93	94	0
29993	85	78	0
30038	80	88	1
30040	81	81	1
30112	88	75	1
30184	91	20	0
30199	97	93	0
30212	79	82	1
30213	79	82	1
30310	98	77	1
30311	98	77	1
30317	98	93	0
30323	96	79	0
30374	89	96	0
30389	90	31	1
30393	82	84	0
30461	86	92	0
30491	88	82	0
30495	81	90	0
30501	96	76	1
30518	88	70	1
30537	61	25	0
30573	89	74	1
30615	96	87	0
30646	82	92	0
30655	89	78	0
30660	95	82	1
30661	115	102	0
30671	87	79	1
30673	81	78	1
30685	86	95	0
30699	84	75	1
30707	86	91	0
30723	91	92	0
30808	90	96	0
30809	96	91	0
30817	90	94	0
30877	99	90	0
30885	90	81	0
30886	95	95	0
30960	87	78	0
31048	89	84	0
31051	94	75	1
31053	84	77	1
31267	90	82	0
31317	84	94	0
31347	85	79	1
31380	80	82	1
31382	80	82	1
31398	94	74	1
31399	85	76	1
31595	90	84	0
31604	91	96	0
31613	81	91	0
31619	95	78	0
31620	40	11	0
31623	97	81	1
31692	94	80	0
31714	87	96	0
31719	99	73	1
31724	90	75	1
31732	87	75	1
31778	90	78	0
31791	82	84	0
31804	85	87	0
31911	85	90	0
31923	82	79	1
31947	89	75	1
31962	92	77	0
32049	86	75	1
32054	87	93	0
32062	92	90	0
32067	96	79	0
32098	98	76	1
32112	100	92	0
32178	100	80	1
32190	83	78	1
32203	88	96	0
32218	90	92	0
32271	80	72	1
32276	92	78	1
32279	91	13	0
32399	93	93	0
32503	84	81	0
32542	79	81	1
32681	89	95	0
32688	82	78	1
32716	92	96	0
32789	86	87	0
32935	101	89	0
32964	86	76	1
33066	92	72	1
33254	99	85	0
33332	91	14	0
33381	95	81	0
33405	87	76	1
33489	92	73	1
33508	81	75	1
33542	78	82	1
33558	90	82	0
33617	94	81	1
33618	94	81	1
33625	91	75	1
33627	94	93	0
33630	100	70	1
33636	97	85	1
33695	92	79	0
33711	88	79	1
33771	102	80	1
33799	88	78	0
33828	95	75	1
33839	68	8	0
33845	96	95	0
33852	99	78	1
33887	87	78	0
33916	99	81	0
33976	79	79	1
33993	85	95	0
34030	96	76	1
34063	84	77	1
34092	87	93	0
34100	86	82	0
34155	99	82	0
34157	92	81	1
34180	94	75	1
34203	88	95	0
34213	91	79	0
34227	95	87	0
34237	89	80	1
34238	89	80	1
34257	90	79	1
34257	89	74	1
34269	88	89	0
34294	22	26	0
34356	93	75	1
34363	91	78	0
34384	85	88	0
34396	107	97	0
34397	89	78	0
34417	93	96	0
34459	87	83	0
34468	98	92	0
34476	94	96	0
34500	83	84	0
34566	82	80	1
34748	80	83	1
34749	80	83	1
34818	80	77	1
34850	80	86	1
34998	83	93	0
35020	87	96	0
35107	96	82	0
35111	95	79	0
35131	95	89	0
35164	83	78	1
35178	88	75	1
35179	88	75	1
35180	78	79	1
35202	86	87	0
35208	80	87	0
35297	100	91	0
35312	97	83	0
35361	84	94	0
35370	98	77	1
35377	97	87	0
35504	85	80	1
35567	97	84	1
35583	86	76	1
35584	86	76	1
35609	95	81	0
35617	90	5	1
35626	89	91	0
35649	90	79	0
35669	84	67	1
35694	98	87	1
35759	97	77	1
35772	80	84	1
35881	97	91	0
35906	84	80	0
35919	89	75	1
35926	88	74	1
36021	97	90	0
36110	81	81	1
36111	81	81	1
36125	91	78	0
36131	101	82	1
36132	101	82	1
36216	96	84	1
36314	100	78	1
36315	100	78	1
36317	82	90	0
36506	99	82	0
36545	96	94	0
36579	89	78	0
36581	82	92	0
36633	82	79	1
36636	96	75	1
36669	98	81	0
36723	85	95	0
36742	90	75	1
36977	85	77	1
37009	82	80	1
37117	85	75	1
37177	88	72	1
37201	98	84	0
37264	85	91	0
37328	92	75	1
37345	101	81	1
37357	88	91	0
37387	101	85	0
37434	86	78	1
37453	84	77	1
37454	84	77	1
37609	84	78	1
37722	95	76	1
37730	92	94	0
37758	86	95	0
37796	89	79	0
37830	83	79	1
37836	83	92	0
37845	99	79	1
37847	99	79	1
37926	92	78	0
37955	94	78	0
37984	90	96	0
38042	91	81	1
38043	87	75	1
38046	97	76	1
38056	90	74	1
38063	94	95	0
38079	97	83	0
38132	86	76	1
38157	93	75	1
38257	90	79	0
38291	98	94	0
38360	91	16	0
38371	93	95	0
38615	90	95	0
38630	99	93	0
38635	90	6	1
38676	83	85	0
38729	91	85	0
38734	96	76	1
38740	83	90	0
38767	88	76	1
38768	88	76	1
38771	100	79	1
38772	100	79	1
38794	98	81	0
38835	98	78	1
38869	80	85	1
38870	80	85	1
38944	90	73	1
38962	98	85	1
39013	81	82	1
39140	93	82	1
39148	92	93	0
39153	96	95	0
39222	89	94	0
39223	82	92	0
39228	89	95	0
39243	87	96	0
39256	91	96	0
39375	97	80	0
39379	89	74	1
39409	82	80	1
39416	90	80	1
39419	93	71	1
39454	87	80	1
39497	88	75	1
39502	93	79	1
39505	96	90	0
39586	87	88	0
39654	90	59	1
39680	99	74	1
39683	93	96	0
39690	93	78	0
39705	87	76	1
39734	95	79	0
39765	90	18	1
39794	80	86	1
39795	80	86	1
39798	85	95	0
39803	91	75	1
39824	85	77	1
39849	97	77	1
39862	93	85	0
39878	88	95	0
39886	86	88	0
39899	96	91	0
39905	28	12	0
39908	95	83	1
39936	79	80	1
39937	79	80	1
40058	94	75	1
40066	101	79	1
40075	93	87	0
40100	81	81	1
40376	87	90	0
40405	92	96	0
40526	85	76	1
40562	101	83	1
40587	92	86	0
40609	91	12	0
40620	81	91	0
40628	83	93	0
40644	78	77	1
40645	78	77	1
40680	90	96	0
40697	95	81	0
40717	95	84	1
40727	91	91	0
40772	95	76	1
40791	94	84	0
40792	89	75	1
40802	83	79	1
40857	99	77	1
40923	95	74	1
41019	92	90	0
41027	89	87	0
41038	90	92	0
41040	91	93	0
41066	99	86	0
41075	85	74	1
41332	97	94	0
41339	84	78	1
41369	82	75	1
41449	89	93	0
41480	87	94	0
41488	94	94	0
41580	92	82	1
41641	82	89	0
41663	90	2	1
41667	100	80	1
41668	100	80	1
41674	87	77	1
41678	84	81	0
41724	87	90	0
41945	87	93	0
42148	94	79	0
42249	100	81	1
42256	82	80	1
42257	87	76	1
42339	87	79	0
42360	90	97	0
42363	88	94	0
42369	88	92	0
42396	82	81	1
42584	83	78	1
42622	83	79	1
42633	97	88	0
42751	88	76	1
42772	94	76	1
42782	97	86	1
42919	93	76	1
42928	101	82	1
42982	83	77	1
43015	90	74	1
43033	96	80	0
43035	89	87	0
43079	88	84	0
43119	88	79	0
43147	92	97	0
43185	86	96	0
43186	96	81	1
43210	91	80	0
43252	98	94	0
43307	91	97	0
43309	85	77	1
43321	89	75	1
43405	85	81	1
43419	91	74	0
43427	92	80	0
43452	95	73	1
43485	98	77	1
43486	82	93	0
43503	83	89	0
43522	90	90	0
43528	81	82	1
43529	81	82	1
43636	89	78	0
43639	86	92	0
43658	100	92	0
43715	92	87	0
43763	90	92	0
43784	89	96	0
43809	99	92	0
43880	83	91	0
43934	94	96	0
43961	95	80	1
43963	87	84	0
43975	98	78	1
44100	99	78	1
44141	92	78	0
44165	95	86	0
44179	89	97	0
44185	99	83	0
44188	94	88	0
44234	89	87	0
44309	87	93	0
44334	84	94	0
44389	84	78	1
44398	85	79	0
44448	95	82	0
44458	85	87	0
44467	95	96	0
44552	89	93	0
44568	98	82	0
44583	94	89	0
44588	95	90	0
44591	88	80	1
44660	99	79	1
44664	91	76	1
44676	91	25	0
44704	86	87	0
44825	86	89	0
44932	86	77	1
44944	87	80	1
44946	86	76	1
44966	89	77	0
44980	84	91	0
45047	91	81	1
45115	91	20	0
45136	97	95	0
45144	91	79	0
45191	95	76	1
45192	95	76	1
45290	96	77	1
45291	96	77	1
45448	98	85	0
45496	93	96	0
45615	87	76	1
45639	90	0	1
45646	80	84	1
45647	80	84	1
45648	80	84	1
45652	93	75	1
45743	94	81	0
45745	93	76	1
45755	93	79	0
45893	84	76	1
45955	86	96	0
45962	86	78	0
45965	84	84	0
45966	90	79	0
45966	80	85	1
45967	87	96	0
45971	83	94	0
46014	98	88	1
46035	93	73	1
46040	97	88	0
46182	92	73	1
46204	92	80	0
46240	89	76	1
46300	86	79	1
46366	87	93	0
46405	97	78	1
46440	97	93	0
46474	95	75	1
46486	94	76	1
46498	80	86	1
46499	80	86	1
46503	92	86	0
46513	96	85	1
46532	80	83	1
46573	95	87	0
46611	96	84	0
46631	90	92	0
46666	92	94	0
46684	81	83	1
46685	81	83	1
46695	101	90	0
46700	94	87	0
46714	91	87	0
46716	82	91	0
46727	99	93	0
46740	92	95	0
46756	82	92	0
46826	89	93	0
46834	98	93	0
46846	97	81	0
47004	93	97	0
47005	91	15	0
47105	88	95	0
47174	88	71	1
47184	82	81	1
47188	92	76	1
47197	88	77	1
47235	90	76	1
47316	91	94	0
47341	91	80	0
47449	97	77	1
47497	85	95	0
47509	83	79	1
47510	83	79	1
47517	99	86	0
47520	98	94	0
47527	92	90	0
47565	99	80	1
47739	92	74	1
47762	89	75	1
47766	92	75	1
47787	94	95	0
47853	85	78	1
47912	90	97	0
47919	82	80	1
47924	90	75	1
47950	40	23	0
47976	91	97	0
48092	100	81	1
48199	86	84	0
48291	88	76	1
48292	88	76	1
48341	81	82	1
48361	84	83	0
48466	89	80	0
48508	86	77	1
48533	93	87	0
48536	42	89	0
48580	96	83	0
48714	93	76	1
48723	89	81	1
48738	82	93	0
48738	100	89	0
48772	88	75	1
48822	83	80	1
48840	100	91	0
48904	83	93	0
48998	84	91	0
49004	96	77	1
49087	84	78	1
49143	89	90	0
49222	96	76	1
49247	101	83	1
49248	101	83	1
49267	93	79	0
49359	91	76	1
49401	91	81	0
49418	86	96	0
49442	98	85	0
49452	89	83	0
49492	91	82	1
49569	84	95	0
49574	90	81	1
49578	98	79	1
49593	97	84	0
49624	92	97	0
49640	76	80	1
49691	91	15	0
49729	90	76	1
49790	87	78	1
49811	89	97	0
49819	95	82	0
49884	95	72	1
49894	84	79	1
50001	87	92	0
50068	100	117	0
50069	90	46	1
50136	95	77	1
50145	84	82	0
50170	90	80	0
50241	81	89	1
50278	84	85	0
50379	97	72	1
50385	85	91	0
50418	81	12	0
50574	97	85	1
50582	90	74	1
50589	88	97	0
50846	92	76	1
50942	100	84	0
50950	87	94	0
51001	87	77	1
51051	83	94	0
51056	87	81	1
51266	90	75	1
51281	101	84	1
51282	101	84	1
51377	82	81	1
51379	82	81	1
51391	98	78	1
51465	82	82	1
51481	87	91	0
51631	99	85	1
51661	85	78	1
51668	93	81	0
51684	83	80	1
51726	95	81	1
51817	85	96	0
51856	90	86	0
51887	91	59	1
51895	88	76	1
51905	98	10	0
51919	95	94	0
51989	87	89	0
51993	90	7	1
52004	95	84	1
52058	91	90	0
52089	90	80	0
52098	87	76	1
52099	89	76	1
52104	95	96	0
52116	96	81	0
52243	98	83	0
52246	89	79	0
52255	88	96	0
52303	91	81	0
52338	60	89	0
52381	84	79	1
52391	100	92	0
52410	91	11	0
52442	95	80	0
52466	68	38	0
52512	99	80	1
52571	86	93	0
52572	87	80	0
52679	93	87	0
52704	96	96	0
52715	97	78	1
52716	97	78	1
52795	84	95	0
52804	91	89	0
52815	6	11	0
